Online Post Id,Related Online Post Id,Source Id,Source Name,Online Post,Sentiment Polarity,Sentiment Polarity Intensity,Emotion (6-level),Emotion (8-level),Sarcasm/Irony,Negation,Off-topic,Maltese
522,,N-11,The Malta Independent,"Imbaghad l-gharef Edward Scicluna fil-budget tas-sena l-ohra biddel il-ligi tat-Taxxi Interni biex jekk persuna wahidha taqbez id-€19,500 tad-dhul taxxabbli taghha b'Dividendi minn Shares ma jkolliex dritt li tiehu parti mil 35% taxxa li tkun thallset fuq dawk id-dividendi. Fil-kaz tal-mizzewgin, l-istess jigri jekk id-dhul taxxabbli taghhom ikun €28,700. DAN HU SERQ SFACCAT META WIEHED IQIS LI JEKK PERSUNA WAHIDHA LI MA JKOLLHA EBDA DHUL MINN DIVIDENDI MINN SHARES IZDA TAQBEZ IC-CIFRA TA' €19,500 MIL-IMPJIEG TAGHHA TAHEL TAXXA TA' 25%. FIL-KAZ TAL-MIZZEWGIN LI MA JKOLLOMX DHUL MINN DIVIDENDI, JEKK ID-DHUL MIL-IMPJIEG TAGHHOM JAQBEZ IT-€28,700 JAHLU 25% WKOLL.GHALDAQSTANT IL-GVERN IKUN QIEGHED, LITTERALMENT JISRAQ, LIL KULL MINN GHANDU XI SHARES, 10% TAT-TAXXA LI TKUN THALSET FUQ DAWK ID-DIVIDENDS JEKK, FIL-KAZ TA' PERSUNA WAHIDHA TAQBEZ €19,500 U FIL-KAZ TAL-MIZZEWGIN JEKK JAQBZU IT-€28,700.GHANDI DUBBJI SERJI JEKK DAN IL-FATT JIKSIRX XI LIGI. GHALHEKK INHEGGEG LIL GURNALISTI BIEX JISTHARGU NAQRA FUQHA DIN IL-KWISTJONI. MA NAFX JEKK SPJEGAJTX TAJJEB BIZEJJED, IZDA JEKK WIEHED IRID JIFHEM AKTAR IL-PUNT TIEGHI, JISTA JIKKONSULTA MAL-KTEJJEB TAD-DIPARTIMENT TAT-TAXXI INTERNI ""GHAJNUNA BIEX TIMLA L-FORMOLA TAT-TAXXA - SENA BAZI 2016"" PAGNA 19.",Negative,Very Negative,Anger,Anger,0,0,0,1
523,521,N-11,The Malta Independent,"Lili biss pensjonant, Sur Gvern, sraqtli €161 biex ikollok x'tghati lil BAZUZZLI.",Negative,Negative,Disgust,Disgust,0,0,0,1
524,,N-11,The Malta Independent,Budget ta wara l elezzjoni !! Grazzi PL ,Positive,Very Positive,Happiness,Joy,0,0,0,1
525,,N-11,The Malta Independent,"Budget wage increase between 2009 and 2013 (Gonzi Administration) and between 2014 and 2018 (Muscat Administration) The Minimum Monthly Wage in 2008 was €617. 2009 – Wage Increase €4.08 / Week = €212.16 / Year = €17.68 / Month – MW €634.68 . 2010 – Wage Increase €5.82 / Week = €302.64 / Year = €25.22 / Month – MW €659.90. 2011 – Wage Increase €1.16 / Week = €60.32 / Year = €5.02 / Month – MW €664.92. 2012 – Wage Increase €4.66 / Week = €242.32 / Year = €20.19 / Month – MW €685.11. 2013 – Wage Increase €4.08 / Week = €212.16 / Year = €17.68 / Month – MW €702.79. Overall Total 2009 – 2013.€19.80 / Week = €1029.60 / Year = €85.79 / Month – MW €702.79 (+ €85.79 from 2008). Muscat Administration, 2014 – Wage Increase €3.49 / Week = €181.48 / Year = €15.12 / Month – MW €717.91. 2015 – Wage Increase €0.58 / Week = €30.16 / Year = €2.51 / Month – MW €720.42 2016 – Wage Increase €1.75 / Week = €91.00 / Year = €7.58 / Month – MW €728.00 2017 – Wage Increase €1.75 / Week = €91.00 / Year = €7.58 / Month – MW €735.58 2018 – Wage Increase €1.75 / Week = €91.00 / Year = €7.58 / Month – MW €737.33 €9.32 / Week = €484.64 / Year = €40.37 / Month – MW €737.33 (+ €34.54 from 2013). Kif taraw hawn fuq, matul il-hames snin ta’ l-amministrazzjoni Gonzi, il-Paga Minima zdiedet minn €617.00 ghal €702.79 fix-xahar igifieri zieda ta’ €85.79 fix xahar. Filwaqt li matul hames snin ta’ l-amministrazzjoni Muscat, il-Paga Minima zdiedet minn €702.79 ghal €737.33 fix xahar igiferi zieda ra’ €34.54 fix-xahar. Li kieku Gonzi ta’ zieda, fil-hames budgets tieghu, daqskemm ta’ Muscat fil-hames budgets li pprezenta hu, kieku llum il-Paga Minima qeghda €697.74 fix-xahar jew €8372.88 fis-sena` jew €161.01 fil-gimgha jew €39.59 anqas fix-xahar. Interessanti wiehed jinnota li fi zmien Gonzi min ihaddem, inkluz IL-GVERN, setgha jghati lil-haddiema tieghu €10.48 zieda fil-gimgha, f’hames snin, aktar milli ta’ f’hames`snin, fi zmien “il-miraklu” ekonomiku ta’ Muscat meta l-prezz taz-zejt hu hafna orhos minn kemm kien fl-amministrazzjoni ta’ Gonzi.",Positive,Positive,Happiness,Trust,0,0,0,1
526,524,N-11,The Malta Independent,Prosit Xewka. Il-poplu Malti ghandu gvern li jixraqlu sakemm tal-ahhar ma seraqx l-elezjoni kif jghidu dawk leleuf li dahlu mac-civil u mal parastatali. Mhux bilfors ma hemmx taxxi jekk t-taxxi qedin hemm diga. Hu mil-fjuil u l-gholi tal--hajja.,Neutral,Neutral,Happiness,Joy,0,0,1,1
527,524,N-11,The Malta Independent,Ima trid tifhem li dan hu l aqwa zmien u fi zmien gonzi kien l ghar zmien.ara sewa jghid il malti hu l fama u mur orqod.,Positive,Positive,Surprise,Surprise,0,0,1,1
528,526,N-11,The Malta Independent,"Jekk wiehed jikkalkula kemm nefaq inqas dan il-gvern fil-hames budgets li pprezenta ghaliex ma tghax zieda daqs kemm ta’ Gonzi fil-hames budgets tieghu bejn l-2009 u l-2013, wiehed isib, jekk jikkalkula fuq 35,000 haddiem mal-gvern, dan: Fl`2014 nefaq inqas €1,073,800 – Fl`2015 nefaq inqas €10,610,600 – Fl`2016 nefaq inqas €9,536,800 – Fl’2017 nefaq inqas €14,651,000 u fis-sena 2018 ser jonfoq inqas €18,891,600 Bit-Total ikun €54,763,800.",Positive,Positive,Surprise,Trust,0,0,0,1
529,527,N-11,The Malta Independent,U naturalment hawn m'hawnx inkluzi l-flus li ffranka mil-overtime.,Positive,Positive,Surprise,Anticipation,0,0,0,1
530,,N-11,The Malta Independent,more agencies and authorities to do the work already being done by existing agencies. Rewarding friends?,Negative,Negative,Anger,Anger,1,0,0,0
531,,N-12,The Malta Independent,"A carefully crafted Budget of deceit and lies by the sleight of hand illusionist, Edward Scicluna!
What the government had promised in 2016 will be started in 2017(?), what was expected to start in 2017 will start in 2018 and what was expected to start in 2018 will now start in 2019.
In the meantime those in the lowest income band, and pensioners who toiled in their best years of their lives have to make do with a phenomenal increase of 1.75 euro a week!
Air Malta and its employees don't seem to matter much to our Finance Minister even if the majority voted Lejber!
But Debbie gets 42,000 euro a year worth of 'appointments' solely on her merit of being a Lejburista and formerly in charge of the Lands department!
What about a reduction in energy rates to large industries employing thousands and SMEs who day in, day out become less competitive in domestic and foreign markets? Wasn't that Lejber's cry that, 'without a new power station electricity rates cannot be lowered'? Well, we have the new power station, although truth be told, it is not generating at full capacity unless it is burning air!
Clearly a government who had blatantly lied about having a 'road-map' for our economy except that which has footprints leading to Panama!",Negative,Very Negative,Disgust,Disgust,0,0,0,0
532,,N-12,The Malta Independent,"I ask as I find it hard at my age to comprehend.
If the country is doing so, so, well and if as the minister said we have a surplus? Why on earth I heard the minister say he will borrow again money from the people?
Ahna ahna jew mahniex.",Negative,Negative,Anger,Anger,0,0,0,1
533,,N-12,The Malta Independent,Petrol & diesel?????,Neutral,Neutral,Anger,Anger,0,0,0,0
534,,N-12,The Malta Independent,"Kull budget ikollu il-helu u l-morr. Min jahseb li gietu tajba u jahseb li baqa fejn kien. Bi 15 il-euro zieda fix-xahar mhux se nibnu vilel ahna l-pensjonanti imma Deborah Schembri altru li tibni b'zewg salarji eccezzjonali barra il-qliegh taghha mill-professjoni. Giet ahjar hafna milli kienet meta kienet Segretarju Parlamentari.

",Negative,Negative,Disgust,Disgust,1,0,0,1
535,,N-12,The Malta Independent,"If we are in a surplus situation, that means we are being OVERTAXED. Why should taxes therefore be increased further? They should have been further reduced!

",Negative,Negative,Sadness,Sadness,0,0,0,0
536,,N-12,The Malta Independent,"The budget is the occasion for the opposition to distinguish itself from the governing party and projects an alternative.

The difference between the 2 parties is now clear ...Labour under Muscat has abandoned ideological consistency that was an important characteristic over decades since its foundation and is pursuing a populist policy . Boffa, Mintoff, KMB and Alfred Sant - all considered the Labour ideals as central in their policy-making whereas Joseph Muscat has no such scruples.

The PN on the other hand still adheres to nation building as its fundamental underlying principle . This means that Labour has temporary gained a big electoral advantage. However this advantage will not last forever since after a period of time the electorate will realise the short-termism of Labour's policies....booms are followed by bangs and hardship for an increasing minority of people in poverty or in the risk of poverty increases all the time.

It is important that in these new conditions the PN re-generates itself by showing that populism does not offer a solution to the country's problems .... and takes its message to all social classes.....especially to the south of Malta where Labour has built a formidable stronghold . At the same time the Party must try to form alliances with other social groups rather than trying to capture the absolute majority by itself - as it had succeeded to do in the 1980's and 1990's.

In this way, the PN by discarding elitism will offer an alternative government",Neutral,Neutral,Surprise,Surprise,0,0,0,0
537,,N-12,The Malta Independent,"the trend is that certain indirect taxes are not mentioned in the budget, but, slowly realeased throught the year!

",Negative,Negative,Surprise,Surprise,0,0,0,0
538,537,N-12,The Malta Independent,As in? Are you sure you are not referring to Tonio Fenech's budgets? Yeah...the guy who twice over brought us the excessive deficit procedure certificate from the European Commission (and we had to go back to the drawing board to redraft the budgetary estimates) and who is now Delia's chief economic adviser (I presume in lieu of the blonde pseudo economist).,Negative,Negative,Anger,Anger,0,0,1,0
539,538,N-12,The Malta Independent,"Name some of Tonio Fenech's indirect taxes? As far as EDPs are concerned, name one occasion when Malta was fined? When a pre-Budget document is forwarded to the EU, it is always stretched as much as possible and parts that the EU does not like will be highlighted and the government ordered to affect changes as necessary.
Lejber, on the other hand does not deliver the goods promised and earmarked in previous Budgets, in order to create artificial surpluses. So, no EDP is necessary as the burden of not spending for goods and services long overdue, are borne by those who most urgently need them.
Calling adversaries 'blondes' does not make your arguments any more valid, Paul Abela.",Negative,Negative,Anger,Anger,0,0,1,0
540,,N-12,The Malta Independent,"You should speak to your buddy - who spent years in Brussels - about the EDP procedures and the background which led to them. We weren't fined because we had to redraw expenditure with Perm Secs clambering to slash overtime budgets. 
Oh re 'blondes' I just picked that up from a blog you often visit and contribute to. The 'blonde' economist (my version) is a very very mild version of the 'blond' version the blogger (which makes you swoon) used.",Negative,Negative,Anger,Anger,1,0,1,0
541,537,N-12,The Malta Independent,"<PERSON_ENTITY>,
Bir ragun titkellem hekk ghax hekk konna imdorrijin that in nazzjonalisti.",Negative,Negative,Disgust,Disgust,1,0,1,1
542,537,N-12,The Malta Independent,"Hekk kont imdorri taht il pn!!

",Negative,Negative,Anger,Anger,0,0,1,1
543,542,N-12,The Malta Independent,"Just one example!
The driving licence was increased to €80 , not mentioned on any budget!
Same with other government services, too numerous to mention!",Negative,Negative,Anger,Anger,0,0,0,0
544,,N-12,The Malta Independent,"Sir, why you refer as pensioners, a general term, one fit all?
Yes we got 2 euro increase, is that enough? when someone in his eighties depend on others to get what he need.
Besides, there are pensioners going on pensions referred as pensioners and still working and there are pensioners with a spouse or a husband living on ONE pension and depending on others who yes they buy their needs and for service rendered look forward for remuneration. After all watching TV and resting in bed because we have no where to stay, surely 2 euro will not help the world to go round when the budget is of 4,000,000,000 euro and those in the circle end with three gravy jobs worth in the thousands of euro",Negative,Negative,Sadness,Sadness,0,0,0,0
545,544,N-12,The Malta Independent,Its never enough <PERSON_ENTITY>. Just remind me when was the last increase in pensions ??,Neutral,Neutral,Anger,Anger,0,0,0,0
546,545,N-12,The Malta Independent,"That is a good question <PERSON_ENTITY>, I guess you can answer that as much as I could!!
However you Sir is falling in the same definition: 'pension equal pensioner'.
In those days I hated to pay my contribution for when I get old. Since that time we came to a stage that a 61 year old new pensioner can still work and get his pension that means his increase is two fold.
However a pensioner in his 80's payed his NI on a government promise that he will receive 2/3 of his pay as pension, finding himself and his spouse depending on others, he has not only to fend for himself and his spouse with the 'same increase' as you ably put it. Forget the promise of a 2/3 pension!!
I guess what the heck we will soon be gone and forgotten.",Negative,Negative,Disgust,Disgust,0,0,0,0
547,,N-12,The Malta Independent,"on the contrary, more pensioners will be paying more taxes, because the tax sealing has not been raised enough for the mentioned incease! Status quo!",Negative,Negative,Anger,Anger,0,0,0,0
548,547,N-12,The Malta Independent,Read the budget speech..the ceiling was raised from 13000 to 13200,Neutral,Neutral,Happiness,Trust,0,0,0,0
549,548,N-12,The Malta Independent,"and the inceases are going to exceed that limit for those on full pension! 
Calculate and you will seeM",Neutral,Neutral,Surprise,Surprise,0,0,0,0
550,548,N-12,The Malta Independent,"Trid tifhmu,ghax ghalih il 3 ta gunju qisu ghadu l-bierah!!",Neutral,Neutral,Surprise,Surprise,0,0,1,1
551,547,N-12,The Malta Independent,"Mhux veru.....min 13,000euro ghola ghal 13,200 euro.
Imma kif titkellem qabel ma ticcekja l-fatti??",Neutral,Neutral,Anger,Anger,0,0,0,1
552,551,N-12,The Malta Independent,"who has full pensjon, with the increases, they are going to exceed the threshold",Neutral,Neutral,Surprise,Anticipation,0,0,0,0
553,,N-12,The Malta Independent,Comment deleted,,,,,,,,
554,554,N-12,The Malta Independent,"Tell us how much the cost of living / inflation was under PN and then compare to PL. You will find that inflation was much higher during the PN time, so please do not try to fool people. You can pick figures to suit yourself but that is not the truth.",Positive,Positive,Happiness,Trust,0,0,1,0
555,553,N-12,The Malta Independent,Insejt iswmmi l kontijiet tad dawl u l ilma ..l ghola fl europa..u s sitt mitt euro zjieda fil gimgha i hadu l ministri meta ahna l haddiema hadna 1.66,Negative,Very Negative,Disgust,Disgust,0,0,0,1
,,,,,,,,,,,,
